pocket_id,receptor_path,ligand_path,ref_path,metal_atoms,n_atoms,n_residues,source
test_026,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PHKG1_RABIT_6_296_ATPsite_0/1phk_A_rec_1phk_atp_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_027,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PHP_SULSO_1_314_0/4keu_A_rec_4ket_pg4_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_028,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/COTA_BACSU_1_513_0/4q8b_B_rec_4q8b_sxx_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/COTA_BACSU_1_513_0/4q8b_B_rec_4q8b_sxx_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_029,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PLCD1_RAT_134_756_0/1djy_A_rec_1djz_ip2_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PLCD1_RAT_134_756_0/1djy_A_rec_1djz_ip2_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_030,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PNTM_STRAE_2_398_0/5l1v_A_rec_5l1v_7pf_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PNTM_STRAE_2_398_0/5l1v_A_rec_5l1v_7pf_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_031,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CPXB_BACMB_2_464_0/4zfa_A_rec_1smj_pam_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/CPXB_BACMB_2_464_0/4zfa_A_rec_1smj_pam_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_032,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PPIA_HUMAN_1_165_0/2rma_A_rec_3rdd_ea4_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PPIA_HUMAN_1_165_0/2rma_A_rec_3rdd_ea4_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_033,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PTGIS_HUMAN_20_500_0/3b6h_A_rec_3b6h_mxd_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PTGIS_HUMAN_20_500_0/3b6h_A_rec_3b6h_mxd_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_034,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/QPCT_HUMAN_33_361_0/2zen_A_rec_2afx_1bn_lig_tt_docked_7_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/QPCT_HUMAN_33_361_0/2zen_A_rec_2afx_1bn_lig_tt_docked_7.sdf,,,,,CrossDocked2020_local
test_035,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/RIBB_VIBCH_2_218_0/4p6p_A_rec_4p77_5rp_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_036,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/RG1_RAUSE_1_513_0/3u5y_B_rec_3u57_dh8_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/RG1_RAUSE_1_513_0/3u5y_B_rec_3u57_dh8_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_037,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ROCO4_DICDI_1009_1292_0/4f1m_A_rec_4f1m_acp_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ROCO4_DICDI_1009_1292_0/4f1m_A_rec_4f1m_acp_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_038,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DPO4_SULSO_1_347_0/4tqr_A_rec_2xca_doc_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DPO4_SULSO_1_347_0/4tqr_A_rec_2xca_doc_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_039,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SDIA_ECOLI_1_171_0/4lfu_A_rec_4y13_480_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_040,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DPP2_HUMAN_27_492_0/3jyh_A_rec_3n0t_opy_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/DPP2_HUMAN_27_492_0/3jyh_A_rec_3n0t_opy_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_041,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TBK1_HUMAN_1_303_0/4iwq_A_rec_4jlc_su6_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_042,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TRAR_RHIRD_1_234_0/1l3l_A_rec_1l3l_lae_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/TRAR_RHIRD_1_234_0/1l3l_A_rec_1l3l_lae_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_043,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/UBE2T_HUMAN_1_156_0/5ngz_A_rec_5ngz_2bg_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/UBE2T_HUMAN_1_156_0/5ngz_A_rec_5ngz_2bg_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_044,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/VAOX_PENSI_1_560_0/1e8h_A_rec_1e8h_adp_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/VAOX_PENSI_1_560_0/1e8h_A_rec_1e8h_adp_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_045,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/XANLY_BACGL_26_777_0/2e24_A_rec_1j0n_ceg_lig_tt_docked_14_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/XANLY_BACGL_26_777_0/2e24_A_rec_1j0n_ceg_lig_tt_docked_14.sdf,,,,,CrossDocked2020_local
test_046,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/EFTU1_ECOLI_2_178_0/2hcj_B_rec_2hcj_gdp_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/EFTU1_ECOLI_2_178_0/2hcj_B_rec_2hcj_gdp_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_047,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/F16P1_HUMAN_1_338_0/3kc1_A_rec_3kc1_2t6_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/F16P1_HUMAN_1_338_0/3kc1_A_rec_3kc1_2t6_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_048,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/FKB1A_HUMAN_2_108_0/1d7j_A_rec_1tco_fk5_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_049,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/IDHP_HUMAN_40_452_0/4ja8_B_rec_4ja8_1k9_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_050,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/IMA1_HUMAN_68_497_0/4u5s_A_rec_4u54_3c5_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/IMA1_HUMAN_68_497_0/4u5s_A_rec_4u54_3c5_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_051,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/MCCF_ECOLX_1_344_0/4iiy_A_rec_3tle_gsu_lig_tt_docked_12_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/MCCF_ECOLX_1_344_0/4iiy_A_rec_3tle_gsu_lig_tt_docked_12.sdf,,,,,CrossDocked2020_local
test_052,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/MURA_ECOLI_1_419_catalytic_0/3v4t_A_rec_4e7f_udp_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/MURA_ECOLI_1_419_catalytic_0/3v4t_A_rec_4e7f_udp_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_053,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS1_HUMAN_302_723_0/3tym_A_rec_3n5v_xfh_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS1_HUMAN_302_723_0/3tym_A_rec_3n5v_xfh_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_054,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS1_HUMAN_302_723_0/4d7o_A_rec_3n5z_xfm_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS1_HUMAN_302_723_0/4d7o_A_rec_3n5z_xfm_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_055,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS2_HUMAN_78_505_0/3ej8_A_rec_2nsi_itu_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS2_HUMAN_78_505_0/3ej8_A_rec_2nsi_itu_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_056,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS3_HUMAN_65_480_0/1rs9_A_rec_1dmk_itu_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS3_HUMAN_65_480_0/1rs9_A_rec_1dmk_itu_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_057,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NOS3_HUMAN_65_480_0/4kcq_A_rec_4cwv_hw8_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_058,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NPD_THEMA_1_246_0/3pdh_A_rec_4buz_ocz_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/NPD_THEMA_1_246_0/3pdh_A_rec_4buz_ocz_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_059,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ODBB_THET8_1_324_0/1umd_B_rec_1umb_tdp_lig_tt_docked_1_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/ODBB_THET8_1_324_0/1umd_B_rec_1umb_tdp_lig_tt_docked_1.sdf,,,,,CrossDocked2020_local
test_060,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/P2Y12_HUMAN_1_342_0/4pxz_A_rec_4pxz_6ad_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/P2Y12_HUMAN_1_342_0/4pxz_A_rec_4pxz_6ad_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_061,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PA2B8_DABRR_1_121_0/2gns_A_rec_4qer_stl_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PA2B8_DABRR_1_121_0/2gns_A_rec_4qer_stl_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_062,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PAC_ECOLX_27_846_0/1ai4_A_rec_1ai5_mnp_lig_tt_docked_0.sdf,,,,,CrossDocked2020_local
test_063,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/POL_FOAMV_861_1060_0/5mma_A_rec_4ztf_x2p_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/POL_FOAMV_861_1060_0/5mma_A_rec_4ztf_x2p_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_064,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AROE_THET8_1_263_0/2cy0_A_rec_2d5c_skm_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/AROE_THET8_1_263_0/2cy0_A_rec_2d5c_skm_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_065,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRD_TRYCC_2_314_catalytic_0/3w83_B_rec_2e6d_fum_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRD_TRYCC_2_314_catalytic_0/3w83_B_rec_2e6d_fum_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_066,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRD_TRYCC_2_314_catalytic_0/2e6d_A_rec_2e6d_fum_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRD_TRYCC_2_314_catalytic_0/2e6d_A_rec_2e6d_fum_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_067,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRE_BACAN_1_210_0/4rv4_A_rec_4rv4_prp_lig_tt_docked_2_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/PYRE_BACAN_1_210_0/4rv4_A_rec_4rv4_prp_lig_tt_docked_2.sdf,,,,,CrossDocked2020_local
test_068,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SIR3_HUMAN_117_398_0/5d7n_D_rec_4jt9_1ns_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SIR3_HUMAN_117_398_0/5d7n_D_rec_4jt9_1ns_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_069,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BAZ2A_HUMAN_1795_1898_0/5mgl_A_rec_5mgl_7mu_lig_tt_min_0_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/BAZ2A_HUMAN_1795_1898_0/5mgl_A_rec_5mgl_7mu_lig_tt_min_0.sdf,,,,,CrossDocked2020_local
test_070,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SQHC_ALIAD_1_631_0/1h36_A_rec_1o79_r23_lig_tt_docked_5_pocket10.pdb,/mnt/storage/data/molmetal/crossdocked/extracted/crossdocked_pocket10/SQHC_ALIAD_1_631_0/1h36_A_rec_1o79_r23_lig_tt_docked_5.sdf,,,,,CrossDocked2020_local
